"Origin Movement ID","Origin Display Name","Destination Movement ID","Destination Display Name","Date Range","Mean Travel Time (Seconds)","Range - Lower Bound Travel Time (Seconds)","Range - Upper Bound Travel Time (Seconds)"
"552","Ealing, London","731","Hounslow, 00AT (731)","3/1/2020 - 3/31/2020, Every day, Daily Average",1388,1147,1679
"552","Ealing, London","732","Hounslow, 00AT (732)","3/1/2020 - 3/31/2020, Every day, Daily Average",1713,1409,2081
"552","Ealing, London","733","Hounslow, 00AT (733)","3/1/2020 - 3/31/2020, Every day, Daily Average",1510,1263,1804
"552","Ealing, London","735","Hounslow, 00AT (735)","3/1/2020 - 3/31/2020, Every day, Daily Average",1458,1126,1887
"552","Ealing, London","737","Hounslow, 00AT (737)","3/1/2020 - 3/31/2020, Every day, Daily Average",1544,1198,1989
"552","Ealing, London","738","Islington, 00AU (738)","3/1/2020 - 3/31/2020, Every day, Daily Average",1784,1480,2148
"552","Ealing, London","739","Islington, 00AU (739)","3/1/2020 - 3/31/2020, Every day, Daily Average",1615,1311,1989
"552","Ealing, London","740","Islington, 00AU (740)","3/1/2020 - 3/31/2020, Every day, Daily Average",1802,1441,2252
"552","Ealing, London","741","Islington, 00AU (741)","3/1/2020 - 3/31/2020, Every day, Daily Average",1718,1378,2140
"552","Ealing, London","742","Islington, 00AU (742)","3/1/2020 - 3/31/2020, Every day, Daily Average",2104,1689,2620
"552","Ealing, London","743","Islington, 00AU (743)","3/1/2020 - 3/31/2020, Every day, Daily Average",2334,1856,2934
"552","Ealing, London","744","Islington, 00AU (744)","3/1/2020 - 3/31/2020, Every day, Daily Average",1954,1538,2482
"552","Ealing, London","745","Islington, 00AU (745)","3/1/2020 - 3/31/2020, Every day, Daily Average",1918,1532,2399
"552","Ealing, London","747","Islington, 00AU (747)","3/1/2020 - 3/31/2020, Every day, Daily Average",2206,1711,2844
"552","Ealing, London","748","Islington, 00AU (748)","3/1/2020 - 3/31/2020, Every day, Daily Average",2237,1730,2891
"552","Ealing, London","749","Islington, 00AU (749)","3/1/2020 - 3/31/2020, Every day, Daily Average",2628,2022,3414
"552","Ealing, London","750","Islington, 00AU (750)","3/1/2020 - 3/31/2020, Every day, Daily Average",2477,1910,3211
"552","Ealing, London","751","Islington, 00AU (751)","3/1/2020 - 3/31/2020, Every day, Daily Average",2653,1993,3529
"552","Ealing, London","752","Islington, 00AU (752)","3/1/2020 - 3/31/2020, Every day, Daily Average",2221,1637,3013
"552","Ealing, London","753","Islington, 00AU (753)","3/1/2020 - 3/31/2020, Every day, Daily Average",2214,1632,3002
