"Origin Movement ID","Origin Display Name","Destination Movement ID","Destination Display Name","Date Range","Mean Travel Time (Seconds)","Range - Lower Bound Travel Time (Seconds)","Range - Upper Bound Travel Time (Seconds)"
"573","Camden, 00AG (573)","193","Harrow, 00AQ (193)","3/1/2020 - 3/31/2020, Every day, Daily Average",3128,2566,3811
"573","Camden, 00AG (573)","194","Harrow, 00AQ (194)","3/1/2020 - 3/31/2020, Every day, Daily Average",2623,1905,3609
"573","Camden, 00AG (573)","195","Harrow, 00AQ (195)","3/1/2020 - 3/31/2020, Every day, Daily Average",2505,2093,2997
"573","Camden, 00AG (573)","196","Harrow, 00AQ (196)","3/1/2020 - 3/31/2020, Every day, Daily Average",2625,2000,3443
"573","Camden, 00AG (573)","197","Harrow, 00AQ (197)","3/1/2020 - 3/31/2020, Every day, Daily Average",2430,1998,2954
"573","Camden, 00AG (573)","198","Harrow, 00AQ (198)","3/1/2020 - 3/31/2020, Every day, Daily Average",2735,2184,3423
"573","Camden, 00AG (573)","199","Harrow, 00AQ (199)","3/1/2020 - 3/31/2020, Every day, Daily Average",2742,2263,3321
"573","Camden, 00AG (573)","200","Harrow, 00AQ (200)","3/1/2020 - 3/31/2020, Every day, Daily Average",2745,2226,3384
"573","Camden, 00AG (573)","201","Islington, 00AU (201)","3/1/2020 - 3/31/2020, Every day, Daily Average",812,582,1131
"573","Camden, 00AG (573)","202","Islington, 00AU (202)","3/1/2020 - 3/31/2020, Every day, Daily Average",747,535,1042
"573","Camden, 00AG (573)","203","Islington, 00AU (203)","3/1/2020 - 3/31/2020, Every day, Daily Average",814,577,1147
"573","Camden, 00AG (573)","204","Islington, 00AU (204)","3/1/2020 - 3/31/2020, Every day, Daily Average",658,461,938
"573","Camden, 00AG (573)","205","Kensington and Chelsea, 00AW (205)","3/1/2020 - 3/31/2020, Every day, Daily Average",1120,805,1556
"573","Camden, 00AG (573)","206","Kensington and Chelsea, 00AW (206)","3/1/2020 - 3/31/2020, Every day, Daily Average",1091,772,1541
"573","Camden, 00AG (573)","207","Kensington and Chelsea, 00AW (207)","3/1/2020 - 3/31/2020, Every day, Daily Average",1128,814,1562
"573","Camden, 00AG (573)","208","Kensington and Chelsea, 00AW (208)","3/1/2020 - 3/31/2020, Every day, Daily Average",1311,958,1792
"573","Camden, 00AG (573)","209","Kensington and Chelsea, 00AW (209)","3/1/2020 - 3/31/2020, Every day, Daily Average",1373,988,1907
"573","Camden, 00AG (573)","210","Kensington and Chelsea, 00AW (210)","3/1/2020 - 3/31/2020, Every day, Daily Average",1103,771,1577
