"Origin Movement ID","Origin Display Name","Destination Movement ID","Destination Display Name","Date Range","Mean Travel Time (Seconds)","Range - Lower Bound Travel Time (Seconds)","Range - Upper Bound Travel Time (Seconds)"
"603","Enfield, UK","152","Hackney, 00AM (152)","3/1/2020 - 3/31/2020, Every day, Daily Average",2156,1731,2684
"603","Enfield, UK","156","Hackney, 00AM (156)","3/1/2020 - 3/31/2020, Every day, Daily Average",2272,1389,3715
"603","Enfield, UK","157","Hackney, 00AM (157)","3/1/2020 - 3/31/2020, Every day, Daily Average",2575,2036,3256
"603","Enfield, UK","162","Haringey, 00AP (162)","3/1/2020 - 3/31/2020, Every day, Daily Average",1106,825,1482
"603","Enfield, UK","163","Haringey, 00AP (163)","3/1/2020 - 3/31/2020, Every day, Daily Average",1150,866,1525
"603","Enfield, UK","164","Haringey, 00AP (164)","3/1/2020 - 3/31/2020, Every day, Daily Average",1147,860,1529
"603","Enfield, UK","165","Haringey, 00AP (165)","3/1/2020 - 3/31/2020, Every day, Daily Average",1182,914,1526
"603","Enfield, UK","166","Haringey, 00AP (166)","3/1/2020 - 3/31/2020, Every day, Daily Average",944,722,1232
"603","Enfield, UK","167","Haringey, 00AP (167)","3/1/2020 - 3/31/2020, Every day, Daily Average",920,692,1221
"603","Enfield, UK","168","Haringey, 00AP (168)","3/1/2020 - 3/31/2020, Every day, Daily Average",1083,810,1447
"603","Enfield, UK","169","Haringey, 00AP (169)","3/1/2020 - 3/31/2020, Every day, Daily Average",1064,845,1338
"603","Enfield, UK","170","Haringey, 00AP (170)","3/1/2020 - 3/31/2020, Every day, Daily Average",1481,1140,1923
"603","Enfield, UK","171","Haringey, 00AP (171)","3/1/2020 - 3/31/2020, Every day, Daily Average",1527,1222,1906
"603","Enfield, UK","173","Haringey, 00AP (173)","3/1/2020 - 3/31/2020, Every day, Daily Average",1152,878,1510
"603","Enfield, UK","174","Haringey, 00AP (174)","3/1/2020 - 3/31/2020, Every day, Daily Average",1504,1154,1959
"603","Enfield, UK","175","Haringey, 00AP (175)","3/1/2020 - 3/31/2020, Every day, Daily Average",1750,1382,2215
"603","Enfield, UK","177","Haringey, 00AP (177)","3/1/2020 - 3/31/2020, Every day, Daily Average",1287,996,1662
"603","Enfield, UK","178","Haringey, 00AP (178)","3/1/2020 - 3/31/2020, Every day, Daily Average",1392,1083,1788
"603","Enfield, UK","179","Haringey, 00AP (179)","3/1/2020 - 3/31/2020, Every day, Daily Average",1408,1075,1842
"603","Enfield, UK","180","Haringey, 00AP (180)","3/1/2020 - 3/31/2020, Every day, Daily Average",1395,931,2090
